instance_name,provider,region,vcpus,memory_gb,storage_gb,storage_type,hourly_cost,monthly_cost,spot_price,currency,instance_family,network_performance,last_updated
m6in.24xlarge,AWS,AWS GovCloud (US-West),96,384.0,0,EBS only,8.36784,6108.5232,,USD,General purpose,150000 Megabit,2025-08-27 14:43:36.114484
d3.xlarge,AWS,Asia Pacific (Sydney),4,32.0,3,3 x 2000 HDD,0.626,456.98,,USD,Storage optimized,Up to 15 Gigabit,2025-08-27 14:43:36.114531
p5.48xlarge,AWS,South America (Sao Paulo),192,2048.0,8,8 x 3840 GB SSD,92.4672,67501.056,,USD,GPU instance,3200 Gigabit,2025-08-27 14:43:36.114609
r5dn.xlarge,AWS,Asia Pacific (Sydney),4,32.0,1,1 x 150 NVMe SSD,0.408,297.84,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:43:36.114655
t3a.nano,AWS,EU (Paris),2,0.5,0,EBS only,0.0053,3.869,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.114700
m6in.16xlarge,AWS,Asia Pacific (Mumbai),64,256.0,0,EBS only,4.64256,3389.0687999999996,,USD,General purpose,100000 Megabit,2025-08-27 14:43:36.114743
x2idn.metal,AWS,Asia Pacific (Singapore),128,2048.0,2,2 x 1900 NVMe SSD,19.341,14118.93,,USD,Memory optimized,100 Gigabit,2025-08-27 14:43:36.114788
p6-b200.48xlarge,AWS,US East (Ohio),192,2048.0,8,8 x 3840 NVMe SSD,113.9328,83170.944,,USD,GPU instance,3200 Gigabit,2025-08-27 14:43:36.114805
m5d.4xlarge,AWS,EU (London),16,64.0,2,2 x 300 NVMe SSD,1.048,765.0400000000001,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.114849
m7g.large,AWS,AWS GovCloud (US-East),2,8.0,0,EBS only,0.1028,75.044,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.114895
r5b.xlarge,AWS,EU (Ireland),4,32.0,0,EBS only,0.334,243.82000000000002,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.114939
c7i.24xlarge,AWS,Asia Pacific (Thailand),96,192.0,0,EBS only,4.19856,3064.9487999999997,,USD,Compute optimized,37500 Megabit,2025-08-27 14:43:36.114983
i3en.6xlarge,AWS,US East (Ohio),24,192.0,2,2 x 7500 NVMe SSD,2.712,1979.7600000000002,,USD,Storage optimized,25 Gigabit,2025-08-27 14:43:36.115027
r7i.16xlarge,AWS,Asia Pacific (Tokyo),64,512.0,0,EBS only,5.1072,3728.256,,USD,Memory optimized,25000 Megabit,2025-08-27 14:43:36.115073
m6i.xlarge,AWS,US East (Chicago),4,16.0,0,EBS only,0.24,175.2,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.115090
m6id.16xlarge,AWS,EU (Ireland),64,256.0,2,2 x 1900 NVMe SSD,4.2336,3090.5280000000002,,USD,General purpose,25000 Megabit,2025-08-27 14:43:36.115133
m7a.medium,AWS,EU (Ireland),1,4.0,0,EBS only,0.0646,47.158,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.115182
r5d.8xlarge,AWS,AWS GovCloud (US-East),32,256.0,2,2 x 600 NVMe SSD,2.768,2020.6399999999999,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.115227
m6id.large,AWS,US West (N. California),2,8.0,1,1 x 118 NVMe SSD,0.13965,101.94449999999999,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.115273
g5.8xlarge,AWS,EU (Frankfurt),32,128.0,1,1 x 900 GB NVMe SSD,3.06122,2234.6906,,USD,GPU instance,25 Gigabit,2025-08-27 14:43:36.115318
r5d.xlarge,AWS,Asia Pacific (Sydney),4,32.0,1,1 x 150 NVMe SSD,0.348,254.04,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.115362
m7i-flex.xlarge,AWS,Asia Pacific (Seoul),4,16.0,0,EBS only,0.23542,171.8566,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.115413
t2.medium,AWS,Asia Pacific (Sydney),2,4.0,0,EBS only,0.0584,42.632,,USD,General purpose,Low to Moderate,2025-08-27 14:43:36.115458
c6gn.2xlarge,AWS,US East (N. Virginia),8,16.0,0,EBS only,0.3456,252.288,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:43:36.115502
c6in.large,AWS,EU (London),2,4.0,0,EBS only,0.1344,98.112,,USD,Compute optimized,Up to 25000 Megabit,2025-08-27 14:43:36.115546
g6.12xlarge,AWS,US East (Ohio),48,192.0,4,4 X 940 GB NVMe SSD,4.6016,3359.168,,USD,GPU instance,40 Gigabit,2025-08-27 14:43:36.115590
r8i-flex.12xlarge,AWS,US East (N. Virginia),48,384.0,0,EBS only,3.16728,2312.1144,,USD,Memory optimized,Up to 22500 Megabit,2025-08-27 14:43:36.115607
m6i.24xlarge,AWS,Asia Pacific (Singapore),96,384.0,0,EBS only,5.76,4204.8,,USD,General purpose,37500 Megabit,2025-08-27 14:43:36.115651
r7g.12xlarge,AWS,Asia Pacific (Jakarta),48,384.0,0,EBS only,3.1008,2263.584,,USD,Memory optimized,22500 Megabit,2025-08-27 14:43:36.115698
r5d.8xlarge,AWS,US West (Los Angeles),32,256.0,2,2 x 600 NVMe SSD,2.765,2018.45,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.685120
u-6tb1.56xlarge,AWS,EU (Ireland),224,6144.0,0,EBS only,51.92818,37907.5714,,USD,Memory optimized,100 Gigabit,2025-08-27 14:43:36.685290
r7g.12xlarge,AWS,Europe (Zurich),48,384.0,0,EBS only,3.4109,2489.957,,USD,Memory optimized,22500 Megabit,2025-08-27 14:43:36.685466
t3a.small,AWS,EU (Ireland),2,2.0,0,EBS only,0.0204,14.892000000000001,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.685571
x2idn.metal,AWS,EU (Paris),128,2048.0,2,2 x 1900 NVMe SSD,16.806,12268.380000000001,,USD,Memory optimized,100 Gigabit,2025-08-27 14:43:36.685673
t3.micro,AWS,Europe (Spain),2,1.0,0,EBS only,0.0114,8.322000000000001,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.685768
r6i.8xlarge,AWS,Asia Pacific (Hyderabad),32,256.0,0,EBS only,2.08,1518.4,,USD,Memory optimized,12500 Megabit,2025-08-27 14:43:36.685865
r6g.4xlarge,AWS,Canada West (Calgary),16,128.0,0,EBS only,0.8832,644.736,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.685984
r6i.metal,AWS,EU (London),128,1024.0,0,EBS only,9.472,6914.5599999999995,,USD,Memory optimized,50000 Megabit,2025-08-27 14:43:36.686132
i8g.16xlarge,AWS,US West (Oregon),64,512.0,4,4 x 3750GB,5.4912,4008.576,,USD,Storage optimized,Up to 37.5 Gigabit,2025-08-27 14:43:36.686196
m6i.12xlarge,AWS,Canada West (Calgary),48,192.0,0,EBS only,2.568,1874.64,,USD,General purpose,18750 Megabit,2025-08-27 14:43:36.686300
r5d.12xlarge,AWS,US East (Philadelphia),48,384.0,2,2 x 900 NVMe SSD,4.32,3153.6000000000004,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.686342
c6id.xlarge,AWS,EU (Ireland),4,8.0,1,1 x 237 NVMe SSD,0.2289,167.097,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.686437
m6gd.2xlarge,AWS,EU (Frankfurt),8,32.0,1,1 x 475 NVMe SSD,0.436,318.28,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.686539
t3.nano,AWS,South America (Sao Paulo),2,0.5,0,EBS only,0.0084,6.132,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.686635
m7gd.xlarge,AWS,Asia Pacific (Taipei),4,16.0,1,1 x 237 NVMe SSD,0.2484,181.332,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.686670
g5.48xlarge,AWS,Middle East (UAE),192,768.0,2,2 x 3800 GB NVMe SSD,19.97951,14585.042300000001,,USD,GPU instance,100 Gigabit,2025-08-27 14:43:36.686761
h1.8xlarge,AWS,US East (N. Virginia),32,128.0,4,4 x 2000 HDD,1.872,1366.5600000000002,,USD,Storage optimized,10 Gigabit,2025-08-27 14:43:36.686859
m7a.24xlarge,AWS,EU (Frankfurt),96,384.0,0,EBS only,6.66528,4865.6544,,USD,General purpose,37500 Megabit,2025-08-27 14:43:36.686959
m5ad.4xlarge,AWS,Asia Pacific (Sydney),16,64.0,2,2 x 300 NVMe SSD,1.04,759.2,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.687052
c6id.16xlarge,AWS,Asia Pacific (Thailand),64,128.0,2,2 x 1900 NVMe SSD,3.19872,2335.0656,,USD,Compute optimized,25000 Megabit,2025-08-27 14:43:36.687144
c7i.48xlarge,AWS,EU (Frankfurt),192,384.0,0,EBS only,9.7776,7137.648,,USD,Compute optimized,50000 Megabit,2025-08-27 14:43:36.687236
r6id.8xlarge,AWS,EU (Ireland),32,256.0,1,1 x 1900 NVMe SSD,2.688,1962.24,,USD,Memory optimized,12500 Megabit,2025-08-27 14:43:36.687328
r7gd.16xlarge,AWS,Asia Pacific (Osaka),64,512.0,2,2 x 1900 NVMe SSD,5.2614,3840.822,,USD,Memory optimized,30 Gigabit,2025-08-27 14:43:36.687421
r8g.8xlarge,AWS,US East (N. Virginia),32,256.0,0,EBS only,1.88512,1376.1376,,USD,Memory optimized,15 Gigabit,2025-08-27 14:43:36.687513
m5.4xlarge,AWS,US West (Phoenix),16,64.0,0,EBS only,0.96,700.8,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.687547
m6id.12xlarge,AWS,US East (N. Virginia),48,192.0,2,2 x 1425 NVMe SSD,2.8476,2078.748,,USD,General purpose,18750 Megabit,2025-08-27 14:43:36.687635
r5n.xlarge,AWS,EU (Ireland),4,32.0,0,EBS only,0.334,243.82000000000002,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:43:36.687730
i3en.2xlarge,AWS,Asia Pacific (Osaka),8,64.0,2,2 x 2500 NVMe SSD,1.064,776.72,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:36.687823
t3.xlarge,AWS,US West (Verizon) - Seattle,4,16.0,0,EBS only,0.224,163.52,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.687857
r6gd.large,AWS,Asia Pacific (Seoul),2,16.0,1,1 x 118 NVMe SSD,0.1384,101.032,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.687945
m7gd.xlarge,AWS,EU (Frankfurt),4,16.0,1,1 x 237 NVMe SSD,0.257,187.61,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.688040
r6gd.4xlarge,AWS,US East (Ohio),16,128.0,1,1 x 950 NVMe SSD,0.9216,672.768,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.688132
r8i.12xlarge,AWS,US West (Oregon),48,384.0,0,EBS only,3.33408,2433.8784,,USD,Memory optimized,22500 Megabit,2025-08-27 14:43:36.688165
m6gd.metal,AWS,Asia Pacific (Mumbai),64,256.0,2,2 x 1900 NVMe SSD,1.9328,1410.944,,USD,General purpose,25 Gigabit,2025-08-27 14:43:36.688252
r7i.large,AWS,EU (Milan),2,16.0,0,EBS only,0.1554,113.44200000000001,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.688350
c6id.metal,AWS,US East (N. Virginia),128,256.0,4,4 x 1900 NVMe SSD,6.4512,4709.376,,USD,Compute optimized,50000 Megabit,2025-08-27 14:43:36.688443
c6in.24xlarge,AWS,Canada West (Calgary),96,192.0,0,EBS only,5.9472,4341.456,,USD,Compute optimized,150000 Megabit,2025-08-27 14:43:36.688535
r5d.8xlarge,AWS,US East (Verizon) - Washington DC,32,256.0,2,2 x 600 NVMe SSD,3.11,2270.2999999999997,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.688569
m5ad.24xlarge,AWS,EU (London),96,384.0,4,4 x 900 NVMe SSD,5.76,4204.8,,USD,General purpose,20 Gigabit,2025-08-27 14:43:36.688655
r6g.metal,AWS,Canada (Central),64,512.0,0,EBS only,3.5328,2578.944,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:36.688754
r4.8xlarge,AWS,EU (Paris),32,244.0,0,EBS only,2.496,1822.08,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.688847
r6a.24xlarge,AWS,Asia Pacific (Sydney),96,768.0,0,EBS only,6.5232,4761.936,,USD,Memory optimized,37500 Megabit,2025-08-27 14:43:36.688937
m6i.xlarge,AWS,Asia Pacific (Sydney),4,16.0,0,EBS only,0.24,175.2,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.689027
m5.2xlarge,AWS,Canada West (Calgary),8,32.0,0,EBS only,0.428,312.44,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.689118
c6i.8xlarge,AWS,EU (London),32,64.0,0,EBS only,1.616,1179.68,,USD,Compute optimized,12500 Megabit,2025-08-27 14:43:36.689209
r6id.4xlarge,AWS,Israel (Tel Aviv),16,128.0,1,1 x 950 NVMe SSD,1.4112,1030.176,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.689299
c7a.48xlarge,AWS,Asia Pacific (Tokyo),192,384.0,0,EBS only,12.4032,9054.336,,USD,Compute optimized,50000 Megabit,2025-08-27 14:43:36.689390
i4i.xlarge,AWS,Asia Pacific (Jakarta),4,32.0,1,1 x 937 NVMe SSD,0.411,300.03,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:43:36.689481
c6a.2xlarge,AWS,Canada (Central),8,16.0,0,EBS only,0.3348,244.404,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.689580
i7i.16xlarge,AWS,US West (Oregon),64,512.0,4,4 x 3750 NVMe SSD,6.0403,4409.419,,USD,Storage optimized,Up to 37.5 Gigabit,2025-08-27 14:43:36.689614
m7gd.8xlarge,AWS,Asia Pacific (Malaysia),32,128.0,1,1 x 1900 NVMe SSD,1.8122,1322.906,,USD,General purpose,15 Gigabit,2025-08-27 14:43:36.689700
c5.18xlarge,AWS,South America (Sao Paulo),72,144.0,0,EBS only,4.716,3442.6800000000003,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:36.689794
r6a.16xlarge,AWS,Canada (Central),64,512.0,0,EBS only,3.9744,2901.312,,USD,Memory optimized,25000 Megabit,2025-08-27 14:43:36.689886
c6in.metal,AWS,Asia Pacific (Malaysia),128,256.0,0,EBS only,7.08288,5170.5024,,USD,Compute optimized,200000 Megabit,2025-08-27 14:43:36.689978
c6gn.8xlarge,AWS,Canada West (Calgary),32,64.0,0,EBS only,1.5136,1104.928,,USD,Compute optimized,50 Gigabit,2025-08-27 14:43:36.690070
gr6.4xlarge,AWS,US West (Oregon),16,128.0,1,1 x 600 GB NVMe SSD,1.5392,1123.616,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:43:36.690164
r5d.2xlarge,AWS,US West (Denver),8,64.0,1,1 x 300 NVMe SSD,0.72,525.6,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.690197
r6id.2xlarge,AWS,Asia Pacific (Malaysia),8,64.0,1,1 x 474 NVMe SSD,0.62116,453.44680000000005,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.690377
m8g.12xlarge,AWS,US West (N. California),48,192.0,0,EBS only,2.51328,1834.6943999999999,,USD,General purpose,22.5 Gigabit,2025-08-27 14:43:36.690472
m6in.2xlarge,AWS,US East (Ohio),8,32.0,0,EBS only,0.55692,406.55159999999995,,USD,General purpose,Up to 40000 Megabit,2025-08-27 14:43:36.690565
c5d.18xlarge,AWS,Israel (Tel Aviv),72,144.0,2,2 x 900 NVMe SSD,4.12,3007.6,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:36.690657
r7iz.16xlarge,AWS,Asia Pacific (Tokyo),64,512.0,0,EBS only,7.264,5302.72,,USD,Memory optimized,25000 Megabit,2025-08-27 14:43:36.690748
m5d.metal,AWS,EU (Paris),96,384.0,4,4 x 900 NVMe SSD,6.336,4625.280000000001,,USD,General purpose,25 Gigabit,2025-08-27 14:43:36.690838
m5.2xlarge,AWS,EU (Milan),8,32.0,0,EBS only,0.448,327.04,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.690930
x8g.metal-24xl,AWS,EU (Frankfurt),96,1536.0,0,EBS only,13.1088,9569.424,,USD,Memory optimized,40 Gigabit,2025-08-27 14:43:36.691021
m6in.metal,AWS,US East (N. Virginia),128,512.0,0,EBS only,8.91072,6504.825599999999,,USD,General purpose,200000 Megabit,2025-08-27 14:43:36.691112
c5d.12xlarge,AWS,EU (Milan),48,96.0,2,2 x 900 NVMe SSD,2.736,1997.2800000000002,,USD,Compute optimized,12 Gigabit,2025-08-27 14:43:36.691203
m6i.large,AWS,EU (Paris),2,8.0,0,EBS only,0.112,81.76,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.691294
r5d.12xlarge,AWS,US East (Ohio),48,384.0,2,2 x 900 NVMe SSD,3.456,2522.88,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:36.691397
c6gn.xlarge,AWS,EU (London),4,8.0,0,EBS only,0.205,149.64999999999998,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:43:36.691489
r6g.4xlarge,AWS,US East (N. Virginia),16,128.0,0,EBS only,0.8064,588.672,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.691578
x1.32xlarge,AWS,AWS GovCloud (US-East),128,1952.0,2,2 x 1920 SSD,16.006,11684.380000000001,,USD,Memory optimized,High,2025-08-27 14:43:36.691685
g5.48xlarge,AWS,Asia Pacific (Sydney),192,768.0,2,2 x 3800 GB NVMe SSD,21.17764,15459.6772,,USD,GPU instance,100 Gigabit,2025-08-27 14:43:36.691782
m8g.large,AWS,South America (Sao Paulo),2,8.0,0,EBS only,0.14306,104.43379999999999,,USD,General purpose,Up to 12.5 Gigabit,2025-08-27 14:43:36.691875
inf2.48xlarge,AWS,Asia Pacific (Mumbai),192,768.0,0,EBS only,16.87565,12319.2245,,USD,Machine Learning ASIC Instances,100 Gigabit,2025-08-27 14:43:36.692038
im4gn.2xlarge,AWS,EU (Ireland),8,32.0,1,1 x 3750 SSD,0.80221,585.6133,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:36.692139
m6g.8xlarge,AWS,Africa (Cape Town),32,128.0,0,EBS only,1.6256,1186.6879999999999,,USD,General purpose,12 Gigabit,2025-08-27 14:43:36.692230
c7gd.12xlarge,AWS,EU (Stockholm),48,96.0,2,2 x 1425 NVMe SSD,2.3587,1721.8509999999999,,USD,Compute optimized,22500 Megabit,2025-08-27 14:43:36.692320
r8gd.metal-24xl,AWS,US West (Oregon),96,768.0,3,3 x 1900 NVMe SSD,7.05408,5149.4784,,USD,Memory optimized,40 Gigabit,2025-08-27 14:43:36.692361
c5d.2xlarge,AWS,Asia Pacific (Singapore),8,16.0,1,1 x 200 NVMe SSD,0.448,327.04,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:36.692449
c5n.18xlarge,AWS,Asia Pacific (Hong Kong),72,192.0,0,EBS only,5.148,3758.04,,USD,Compute optimized,100 Gigabit,2025-08-27 14:43:36.692550
d3.8xlarge,AWS,EU (Frankfurt),32,256.0,24,24 x 2000 HDD,5.26448,3843.0704,,USD,Storage optimized,25 Gigabit,2025-08-27 14:43:36.692644
m8g.16xlarge,AWS,Asia Pacific (Sydney),64,256.0,0,EBS only,3.5904,2620.9919999999997,,USD,General purpose,30 Gigabit,2025-08-27 14:43:36.692734
m6idn.2xlarge,AWS,EU (Frankfurt),8,32.0,1,1 x 474 NVMe SSD,0.75816,553.4567999999999,,USD,General purpose,Up to 40000 Megabit,2025-08-27 14:43:36.692828
r4.16xlarge,AWS,Canada (Central),64,488.0,0,EBS only,4.672,3410.56,,USD,Memory optimized,20 Gigabit,2025-08-27 14:43:36.693007
c6i.large,AWS,US East (Houston),2,4.0,0,EBS only,0.10625,77.5625,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.693041
c7gd.medium,AWS,US East (N. Virginia),1,2.0,1,1 x 59 NVMe SSD,0.0454,33.142,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.693225
m7a.48xlarge,AWS,Asia Pacific (Sydney),192,768.0,0,EBS only,13.9104,10154.591999999999,,USD,General purpose,50000 Megabit,2025-08-27 14:43:36.693318
r6id.large,AWS,Canada West (Calgary),2,16.0,1,1 x 118 NVMe SSD,0.1659,121.107,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.693410
r7gd.8xlarge,AWS,Middle East (UAE),32,256.0,1,1 x 1900 NVMe SSD,2.6611,1942.6029999999998,,USD,Memory optimized,15 Gigabit,2025-08-27 14:43:36.693500
r6i.large,AWS,EU (London),2,16.0,0,EBS only,0.148,108.03999999999999,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.693591
m6gd.16xlarge,AWS,Mexico (Central),64,256.0,2,2 x 1900 NVMe SSD,3.0374,2217.302,,USD,General purpose,25 Gigabit,2025-08-27 14:43:36.693682
r7a.medium,AWS,US West (Oregon),1,8.0,0,EBS only,0.07608,55.538399999999996,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.693780
m6i.8xlarge,AWS,Middle East (Bahrain),32,128.0,0,EBS only,2.112,1541.76,,USD,General purpose,12500 Megabit,2025-08-27 14:43:36.693870
c5d.18xlarge,AWS,Africa (Cape Town),72,144.0,2,2 x 900 NVMe SSD,4.68,3416.3999999999996,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:36.693962
c5ad.large,AWS,EU (Frankfurt),2,4.0,1,1 x 75 NVMe SSD,0.1,73.0,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:37.272007
c8g.medium,AWS,Canada (Central),1,2.0,0,EBS only,0.04348,31.740399999999998,,USD,Compute optimized,Up to 12.5 Gigabit,2025-08-27 14:43:37.272206
c5.18xlarge,AWS,Europe (Spain),72,144.0,0,EBS only,3.456,2522.88,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:37.272338
g6.24xlarge,AWS,Asia Pacific (Tokyo),96,384.0,4,4 X 940 GB NVMe SSD,9.68103,7067.1519,,USD,GPU instance,50 Gigabit,2025-08-27 14:43:37.272470
r5dn.metal,AWS,EU (Stockholm),96,768.0,4,4 x 900 NVMe SSD,8.496,6202.08,,USD,Memory optimized,100 Gigabit,2025-08-27 14:43:37.272602
r6gd.large,AWS,US East (Ohio),2,16.0,1,1 x 118 NVMe SSD,0.1152,84.096,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:37.272728
r7gd.xlarge,AWS,Europe (Spain),4,32.0,1,1 x 237 NVMe SSD,0.3024,220.752,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:37.272854
m7a.32xlarge,AWS,Europe (Spain),128,512.0,0,EBS only,8.2688,6036.224,,USD,General purpose,50000 Megabit,2025-08-27 14:43:37.272981
c7i.4xlarge,AWS,Europe (Zurich),16,32.0,0,EBS only,0.89632,654.3136,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:37.273106
t2.xlarge,AWS,Asia Pacific (Tokyo),4,16.0,0,EBS only,0.2432,177.536,,USD,General purpose,Moderate,2025-08-27 14:43:37.273359
m5dn.24xlarge,AWS,US West (Oregon),96,384.0,4,4 x 900 NVMe SSD,6.528,4765.44,,USD,General purpose,100 Gigabit,2025-08-27 14:43:37.273486
c7gd.2xlarge,AWS,Asia Pacific (Malaysia),8,16.0,1,1 x 475 NVMe SSD,0.3598,262.654,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:43:37.273611
g4dn.2xlarge,AWS,Asia Pacific (SKT) - Daejeon,8,32.0,225,225 GB NVMe SSD,1.249,911.7700000000001,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:43:37.273663
r4.xlarge,AWS,EU (Paris),4,30.5,0,EBS only,0.312,227.76,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:37.273781
c6i.4xlarge,AWS,AWS GovCloud (US-East),16,32.0,0,EBS only,0.816,595.68,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:37.273917
m6gd.metal,AWS,Asia Pacific (Singapore),64,256.0,2,2 x 1900 NVMe SSD,3.616,2639.6800000000003,,USD,General purpose,25 Gigabit,2025-08-27 14:43:37.274049
r7a.4xlarge,AWS,EU (Ireland),16,128.0,0,EBS only,1.36208,994.3184,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:37.274174
inf1.24xlarge,AWS,Asia Pacific (Sydney),96,192.0,0,EBS only,5.902,4308.46,,USD,Machine Learning ASIC Instances,100 Gigabit,2025-08-27 14:43:37.274527
r5dn.8xlarge,AWS,AWS GovCloud (US-East),32,256.0,2,2 x 600 NVMe SSD,3.216,2347.6800000000003,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:37.274790
m4.2xlarge,AWS,Asia Pacific (Mumbai),8,32.0,0,EBS only,0.42,306.59999999999997,,USD,General purpose,High,2025-08-27 14:43:37.274988
r7i.xlarge,AWS,EU (Ireland),4,32.0,0,EBS only,0.2961,216.153,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:37.275166
m6g.16xlarge,AWS,EU (Frankfurt),64,256.0,0,EBS only,2.944,2149.12,,USD,General purpose,25 Gigabit,2025-08-27 14:43:37.275348
r5a.xlarge,AWS,EU (Ireland),4,32.0,0,EBS only,0.254,185.42000000000002,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:37.275520
c6gn.4xlarge,AWS,AWS GovCloud (US-East),16,32.0,0,EBS only,0.832,607.36,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:37.275700
c5d.xlarge,AWS,US East (Boston),4,8.0,1,1 x 100 NVMe SSD,0.24,175.2,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:37.275767
m5ad.12xlarge,AWS,Canada (Central),48,192.0,2,2 x 900 NVMe SSD,2.76,2014.8,,USD,General purpose,10 Gigabit,2025-08-27 14:43:37.275933
m5.16xlarge,AWS,Canada (Central),64,256.0,0,EBS only,3.424,2499.52,,USD,General purpose,20 Gigabit,2025-08-27 14:43:37.276134
r6a.large,AWS,EU (Frankfurt),2,16.0,0,EBS only,0.1368,99.864,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:37.276329
m5.large,AWS,EU (Paris),2,8.0,0,EBS only,0.112,81.76,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:37.276473
t3.large,AWS,Canada West (Calgary),2,8.0,0,EBS only,0.0928,67.744,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:37.276603
i3en.xlarge,AWS,AWS GovCloud (US-West),4,32.0,1,1 x 2500 NVMe SSD,0.546,398.58000000000004,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:37.276748
g6f.large,AWS,EU (Frankfurt),2,8.0,1,1 x 100 NVMe SSD,0.25261,184.4053,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:43:37.276799
t2.nano,AWS,EU (Paris),1,0.5,0,EBS only,0.0066,4.818,,USD,General purpose,Low,2025-08-27 14:43:37.276926
c6in.16xlarge,AWS,AWS GovCloud (US-West),64,128.0,0,EBS only,4.368,3188.6400000000003,,USD,Compute optimized,100000 Megabit,2025-08-27 14:43:37.277065
r5d.16xlarge,AWS,EU (Stockholm),64,512.0,4,4 x 600 NVMe SSD,4.864,3550.72,,USD,Memory optimized,20 Gigabit,2025-08-27 14:43:37.277199
